detectorName,descriptorName,img,ttc_lidar,ttc_camera,t_total
SIFT,FREAK,6,7.14812,11.9744,0.473091
SIFT,FREAK,7,34.3404,14.1608,0.467088
SIFT,FREAK,8,18.7875,13.3159,0.471508
SIFT,FREAK,9,15.8894,14.5718,0.465031
SIFT,FREAK,10,13.7297,11.5547,0.462678
SIFT,FREAK,11,10.4914,11.2492,0.466654
SIFT,FREAK,12,10.1,9.60425,0.468463
SIFT,FREAK,13,9.22307,9.67418,0.473958
SIFT,FREAK,14,10.9678,9.89671,0.483222
SIFT,FREAK,15,8.09422,8.65632,0.471082
SIFT,FREAK,16,8.81392,9.87261,0.471717
SIFT,FREAK,17,10.2926,9.28811,0.48375
SIFT,FREAK,18,8.30978,7.98283,0.485276
SIFT,SIFT,1,12.9722,11.1231,0.504402
SIFT,SIFT,2,12.264,12.8716,0.505758
SIFT,SIFT,3,13.9161,12.9809,0.511842
SIFT,SIFT,4,15.804,17.7718,0.514257
SIFT,SIFT,5,12.5951,12.5069,0.49638
SIFT,SIFT,6,7.14812,11.1185,0.508688
SIFT,SIFT,7,34.3404,13.5909,0.50395
SIFT,SIFT,8,18.7875,15.0488,0.503149
SIFT,SIFT,9,15.8894,13.4718,0.513238
SIFT,SIFT,10,13.7297,10.5811,0.517487
SIFT,SIFT,11,10.4914,11.0488,0.51065
SIFT,SIFT,12,10.1,10.8965,0.511585
SIFT,SIFT,13,9.22307,8.95988,0.496776
SIFT,SIFT,14,10.9678,11.5741,0.499224
SIFT,SIFT,15,8.09422,9.66204,0.505846
SIFT,SIFT,16,8.81392,8.97689,0.509526
SIFT,SIFT,17,10.2926,8.51676,0.505617
SIFT,SIFT,18,8.30978,8.67595,0.50755
